hex_mapping,pincode,hr_order_created,time_category,order_external_id,city,product_detail_weight,product_volume,order_created_date
8860145331fffff,P_560100,hr_16,apr 11th to 30th,1,BANGALORE,2.915000000000001,375.9408242021341,2025-04-22
8860145335fffff,P_560100,hr_12,apr 11th to 30th,1,BANGALORE,4.848999999999998,643.0008960723499,2025-04-22
8860145335fffff,P_560100,hr_13,apr 11th to 30th,2,BANGALORE,9.697999999999997,1286.0017921446997,2025-04-22
8860145335fffff,P_560100,hr_15,apr 11th to 30th,4,BANGALORE,16.804000000000002,1832.6619503898796,2025-04-22
8860145335fffff,P_560100,hr_16,apr 11th to 30th,15,BANGALORE,53.04200000000001,6240.964509362368,2025-04-22
8860145a6dfffff,P_560100,hr_16,apr 11th to 30th,1,BANGALORE,10.701,1125.48232240083,2025-04-17
8860145b59fffff,P_560100,hr_12,apr 11th to 30th,2,BANGALORE,9.697999999999997,1286.0017921446997,2025-04-22
8860145b59fffff,P_560100,hr_13,apr 11th to 30th,4,BANGALORE,19.317999999999994,2379.3995639929017,2025-04-22
8860145b59fffff,P_560100,hr_14,apr 11th to 30th,6,BANGALORE,52.636,5034.4412547357715,2025-04-21
8860145b59fffff,P_560100,hr_15,apr 11th to 30th,7,BANGALORE,41.86,4033.6644577053426,2025-04-22
8860145b59fffff,P_560100,hr_16,apr 11th to 30th,28,BANGALORE,262.84000000000003,28138.720084909706,2025-04-22
8860145b59fffff,P_560100,hr_17,apr 11th to 30th,2,BANGALORE,21.402,2250.96464480166,2025-04-17
886014c365fffff,P_635118,hr_05,apr 11th to 30th,1,DHARMAPURI,2.387,544.001953231164,2025-04-18
886014c365fffff,P_635118,hr_10,apr 11th to 30th,1,DHARMAPURI,36.67,5243.367850477099,2025-04-23
886014c365fffff,P_635118,hr_16,apr 1st to 10th,1,DHARMAPURI,4.765000000000001,1229.363968251996,2025-04-09
886014c365fffff,P_635118,hr_18,apr 11th to 30th,1,DHARMAPURI,2.675,441.676795466187,2025-04-19
886014c365fffff,P_635118,hr_19,apr 11th to 30th,1,DHARMAPURI,7.872999999999998,1242.4260459942902,2025-04-20
886014c365fffff,P_635118,hr_20,apr 1st to 10th,2,DHARMAPURI,8.149,1208.172067714397,2025-04-10
886014c365fffff,P_635118,hr_21,apr 11th to 30th,1,DHARMAPURI,5.11,735.8441164943221,2025-04-27
886014c369fffff,P_635118,hr_08,apr 11th to 30th,1,DHARMAPURI,3.3049999999999997,450.04079120621304,2025-04-18
886014c369fffff,P_635118,hr_17,apr 11th to 30th,1,DHARMAPURI,5.430000000000001,520.2486167411499,2025-04-19
886014c369fffff,P_635118,hr_21,apr 11th to 30th,1,DHARMAPURI,1.0,518.7897119790001,2025-04-30
886014c36dfffff,P_635118,hr_05,apr 1st to 10th,1,DHARMAPURI,28.412,3968.8735124658497,2025-04-10
886014c36dfffff,P_635118,hr_06,apr 11th to 30th,2,DHARMAPURI,12.86,2842.81405454871,2025-04-21
886014c36dfffff,P_635118,hr_08,apr 1st to 10th,1,DHARMAPURI,24.62,2776.9525905149876,2025-04-08
886014c36dfffff,P_635118,hr_09,apr 11th to 30th,1,DHARMAPURI,3.77,980.546773372416,2025-04-18
886014c36dfffff,P_635118,hr_09,apr 1st to 10th,1,DHARMAPURI,2.04,303.735078828,2025-04-06
886014c36dfffff,P_635118,hr_10,apr 11th to 30th,5,DHARMAPURI,28.79,2945.9221222224955,2025-04-27
886014c36dfffff,P_635118,hr_11,apr 1st to 10th,2,DHARMAPURI,22.96,4763.697627962292,2025-04-03
886014c36dfffff,P_635118,hr_12,apr 11th to 30th,3,DHARMAPURI,7.621,1586.340593744138,2025-04-29
886014c36dfffff,P_635118,hr_12,apr 1st to 10th,1,DHARMAPURI,4.16,546.2861129999999,2025-04-07
886014c36dfffff,P_635118,hr_13,apr 11th to 30th,2,DHARMAPURI,6.648000000000001,788.7387636047521,2025-04-25
886014c36dfffff,P_635118,hr_13,apr 1st to 10th,3,DHARMAPURI,16.144,2479.9819625470263,2025-04-08
886014c36dfffff,P_635118,hr_14,apr 11th to 30th,5,DHARMAPURI,57.28699999999999,7338.378966495033,2025-04-26
886014c36dfffff,P_635118,hr_14,apr 1st to 10th,3,DHARMAPURI,19.392,3523.678021690992,2025-04-10
886014c36dfffff,P_635118,hr_15,apr 11th to 30th,1,DHARMAPURI,2.475,418.049683190838,2025-04-21
886014c36dfffff,P_635118,hr_16,apr 11th to 30th,2,DHARMAPURI,24.426000000000002,2970.174469559177,2025-04-30
886014c36dfffff,P_635118,hr_17,apr 11th to 30th,1,DHARMAPURI,11.864999999999998,1315.7661580439578,2025-04-20
886014c36dfffff,P_635118,hr_17,apr 1st to 10th,3,DHARMAPURI,14.66,1679.006376492768,2025-04-07
886014c36dfffff,P_635118,hr_18,apr 11th to 30th,5,DHARMAPURI,19.323,2008.5901390189401,2025-04-30
886014c36dfffff,P_635118,hr_18,apr 1st to 10th,2,DHARMAPURI,19.963,2546.9849358795054,2025-04-08
886014c36dfffff,P_635118,hr_19,apr 11th to 30th,2,DHARMAPURI,4.457,734.7009045602219,2025-04-28
886014c36dfffff,P_635118,hr_19,apr 1st to 10th,3,DHARMAPURI,27.633,4864.775702593742,2025-04-10
886014c36dfffff,P_635118,hr_20,apr 11th to 30th,1,DHARMAPURI,3.48,502.9948151001,2025-04-20
886014c36dfffff,P_635118,hr_20,apr 1st to 10th,2,DHARMAPURI,6.881999999999998,1384.4675245040373,2025-04-07
886014c36dfffff,P_635118,hr_21,apr 11th to 30th,1,DHARMAPURI,8.58,1300.73617763852,2025-04-27
886014c36dfffff,P_635118,hr_22,apr 11th to 30th,3,DHARMAPURI,15.542,2498.637411942522,2025-04-28
886014c36dfffff,P_635118,hr_22,apr 1st to 10th,2,DHARMAPURI,18.214,2121.461621260085,2025-04-08
886014c36dfffff,P_635118,hr_23,apr 11th to 30th,1,DHARMAPURI,4.55,438.852757635936,2025-04-27
886014c845fffff,P_562106,hr_12,apr 11th to 30th,1,,0.7,43.359942757949995,2025-04-30
886014c901fffff,P_560105,hr_07,apr 11th to 30th,1,BANGALORE,20.324,2497.22746330394,2025-04-23
886014c901fffff,P_560105,hr_08,apr 1st to 10th,1,BANGALORE,4.39,673.40315325076,2025-04-01
886014c901fffff,P_560105,hr_10,apr 1st to 10th,1,BANGALORE,14.15,1619.1073038860281,2025-04-08
886014c901fffff,P_560105,hr_11,apr 1st to 10th,1,BANGALORE,1.47,232.159705030748,2025-04-05
886014c901fffff,P_560105,hr_12,apr 11th to 30th,1,BANGALORE,0.025,18.2095371,2025-04-21
886014c901fffff,P_560105,hr_12,apr 1st to 10th,2,BANGALORE,12.204,2496.857303093704,2025-04-06
886014c901fffff,P_560105,hr_13,apr 11th to 30th,3,BANGALORE,47.17100000000001,5793.168162598871,2025-04-30
886014c901fffff,P_560105,hr_14,apr 1st to 10th,1,BANGALORE,21.14,2119.0074132528,2025-04-10
886014c901fffff,P_560105,hr_15,apr 11th to 30th,1,BANGALORE,8.978,1137.449277502884,2025-04-12
886014c901fffff,P_560105,hr_17,apr 11th to 30th,1,BANGALORE,0.29,64.70334119286001,2025-04-26
886014c901fffff,P_560105,hr_17,apr 1st to 10th,2,BANGALORE,10.2,1226.750110598205,2025-04-08
886014c901fffff,P_560105,hr_18,apr 11th to 30th,1,BANGALORE,12.44,1462.7060753217843,2025-04-30
886014c901fffff,P_560105,hr_18,apr 1st to 10th,1,BANGALORE,11.010000000000002,1291.7693872597501,2025-04-07
886014c901fffff,P_560105,hr_19,apr 11th to 30th,5,BANGALORE,29.801,5354.249143877683,2025-04-29
886014c901fffff,P_560105,hr_19,apr 1st to 10th,1,BANGALORE,8.26,1452.9229051071356,2025-04-10
886014c901fffff,P_560105,hr_20,apr 11th to 30th,1,BANGALORE,6.705,663.033409948953,2025-04-26
886014c901fffff,P_560105,hr_21,apr 11th to 30th,2,BANGALORE,16.171,1782.7425745555322,2025-04-26
886014c901fffff,P_560105,hr_21,apr 1st to 10th,1,BANGALORE,20.67,2779.138052506544,2025-04-03
886014c901fffff,P_560105,hr_22,apr 11th to 30th,1,BANGALORE,6.305,1053.37983929967,2025-04-12
886014c901fffff,P_560105,hr_22,apr 1st to 10th,2,BANGALORE,6.16,514.770614541288,2025-04-06
886014c901fffff,P_560105,hr_23,apr 1st to 10th,1,BANGALORE,11.111,1949.338557595178,2025-04-07
886014c901fffff,P_562106,hr_13,apr 11th to 30th,1,,13.46,1947.9364224392918,2025-04-18
886014c903fffff,P_560105,hr_07,apr 11th to 30th,1,BANGALORE,0.587,200.295186170604,2025-04-17
886014c903fffff,P_560105,hr_12,apr 1st to 10th,1,BANGALORE,1.133,205.59720656583,2025-04-01
886014c903fffff,P_560105,hr_13,apr 11th to 30th,1,BANGALORE,16.35,2560.9732863376253,2025-04-17
886014c903fffff,P_560105,hr_13,apr 1st to 10th,1,BANGALORE,3.96,1990.35399871845,2025-04-09
886014c903fffff,P_560105,hr_14,apr 11th to 30th,1,BANGALORE,6.18,644.4453511190341,2025-04-16
886014c903fffff,P_560105,hr_15,apr 11th to 30th,1,BANGALORE,5.0,1129.5133069302,2025-04-21
886014c903fffff,P_560105,hr_18,apr 1st to 10th,1,BANGALORE,14.55,1800.96011114726,2025-04-04
886014c903fffff,P_560105,hr_19,apr 11th to 30th,1,BANGALORE,8.938,1682.56122804,2025-04-15
886014c903fffff,P_560105,hr_19,apr 1st to 10th,1,BANGALORE,10.05,1214.43955304175,2025-04-06
886014c903fffff,P_560105,hr_20,apr 11th to 30th,4,BANGALORE,54.431,8418.657490109134,2025-04-29
886014c903fffff,P_560105,hr_20,apr 1st to 10th,1,BANGALORE,14.847,2510.849269409985,2025-04-03
886014c903fffff,P_560105,hr_21,apr 1st to 10th,2,BANGALORE,13.113,2199.449661316524,2025-04-08
886014c903fffff,P_560105,hr_22,apr 11th to 30th,3,BANGALORE,30.653,5455.348036300526,2025-04-29
886014c903fffff,P_560105,hr_23,apr 11th to 30th,1,BANGALORE,8.693000000000001,1168.8902776382668,2025-04-29
886014c903fffff,P_560105,hr_23,apr 1st to 10th,1,BANGALORE,25.692999999999998,4484.651195791332,2025-04-09
886014c905fffff,P_560105,hr_00,apr 1st to 10th,1,BANGALORE,7.022,1794.6647226856442,2025-04-08
886014c905fffff,P_560105,hr_01,apr 1st to 10th,1,BANGALORE,15.709000000000003,3462.747972666634,2025-04-08
886014c905fffff,P_560105,hr_07,apr 11th to 30th,1,BANGALORE,11.210999999999999,2550.0610261488064,2025-04-19
886014c905fffff,P_560105,hr_07,apr 1st to 10th,1,BANGALORE,35.851,4744.833947787021,2025-04-06
886014c905fffff,P_560105,hr_08,apr 11th to 30th,1,BANGALORE,16.903,1551.294137947231,2025-04-15
886014c905fffff,P_560105,hr_08,apr 1st to 10th,2,BANGALORE,35.792,5026.3684676061885,2025-04-08
886014c905fffff,P_560105,hr_09,apr 11th to 30th,1,BANGALORE,3.265,661.9002850016101,2025-04-29
886014c905fffff,P_560105,hr_10,apr 11th to 30th,8,BANGALORE,114.245,14867.15125928619,2025-04-28
886014c905fffff,P_560105,hr_10,apr 1st to 10th,1,BANGALORE,3.91,471.093688724768,2025-04-01
886014c905fffff,P_560105,hr_11,apr 11th to 30th,2,BANGALORE,29.301,3696.5566728072677,2025-04-26
886014c905fffff,P_560105,hr_12,apr 1st to 10th,2,BANGALORE,4.662,651.0432414940921,2025-04-08
886014c905fffff,P_560105,hr_13,apr 11th to 30th,5,BANGALORE,52.197500000000005,7453.888175274625,2025-04-29
886014c905fffff,P_560105,hr_13,apr 1st to 10th,3,BANGALORE,24.133,4059.79775234334,2025-04-08
886014c905fffff,P_560105,hr_14,apr 11th to 30th,1,BANGALORE,10.712999999999996,1319.853834932166,2025-04-25
886014c905fffff,P_560105,hr_14,apr 1st to 10th,1,BANGALORE,14.072,3759.544937987784,2025-04-01
886014c905fffff,P_560105,hr_15,apr 11th to 30th,1,BANGALORE,12.894,1756.7934986003759,2025-04-23
886014c905fffff,P_560105,hr_15,apr 1st to 10th,2,BANGALORE,23.5,5068.293238209781,2025-04-09
886014c905fffff,P_560105,hr_16,apr 11th to 30th,1,BANGALORE,9.78,2451.732075144,2025-04-29
886014c905fffff,P_560105,hr_16,apr 1st to 10th,1,BANGALORE,6.175999999999999,594.9113724118723,2025-04-07
886014c905fffff,P_560105,hr_17,apr 1st to 10th,2,BANGALORE,36.50600000000001,6106.543496417727,2025-04-04
886014c905fffff,P_560105,hr_18,apr 11th to 30th,1,BANGALORE,11.616,1427.8158203655598,2025-04-26
886014c905fffff,P_560105,hr_19,apr 11th to 30th,1,BANGALORE,2.5500000000000003,232.935537866892,2025-04-28
886014c905fffff,P_560105,hr_19,apr 1st to 10th,2,BANGALORE,23.344000000000005,2532.2447210581263,2025-04-07
886014c905fffff,P_560105,hr_20,apr 11th to 30th,2,BANGALORE,33.94499999999999,5195.112469166592,2025-04-20
886014c905fffff,P_560105,hr_20,apr 1st to 10th,2,BANGALORE,21.869999999999997,3637.2713932512543,2025-04-09
886014c905fffff,P_560105,hr_21,apr 11th to 30th,3,BANGALORE,38.015,6439.891107929328,2025-04-30
886014c905fffff,P_560105,hr_21,apr 1st to 10th,1,BANGALORE,4.952999999999999,703.982403842796,2025-04-06
886014c905fffff,P_560105,hr_22,apr 11th to 30th,6,BANGALORE,38.675,5473.937602534482,2025-04-19
886014c905fffff,P_560105,hr_22,apr 1st to 10th,1,BANGALORE,7.07,1143.6884901340861,2025-04-09
886014c905fffff,P_560105,hr_23,apr 11th to 30th,3,BANGALORE,74.27199999999999,8136.8286490477,2025-04-24
886014c905fffff,P_560105,hr_23,apr 1st to 10th,2,BANGALORE,5.026,864.3527218357559,2025-04-09
886014c907fffff,P_560105,hr_01,apr 11th to 30th,1,BANGALORE,3.09,943.82762219865,2025-04-19
886014c907fffff,P_560105,hr_06,apr 11th to 30th,1,BANGALORE,9.971,1148.9991384058649,2025-04-12
886014c907fffff,P_560105,hr_08,apr 11th to 30th,2,BANGALORE,26.482,3639.2546922192673,2025-04-27
886014c907fffff,P_560105,hr_08,apr 1st to 10th,1,BANGALORE,10.213000000000001,1075.052708959176,2025-04-09
886014c907fffff,P_560105,hr_09,apr 1st to 10th,1,BANGALORE,17.439999999999998,2467.532247691842,2025-04-09
886014c907fffff,P_560105,hr_10,apr 1st to 10th,2,BANGALORE,2.867,660.82803289325,2025-04-05
886014c907fffff,P_560105,hr_11,apr 11th to 30th,1,BANGALORE,0.96,102.422090754144,2025-04-16
886014c907fffff,P_560105,hr_11,apr 1st to 10th,1,BANGALORE,0.941,644.117943641976,2025-04-06
886014c907fffff,P_560105,hr_12,apr 11th to 30th,3,BANGALORE,28.323,3793.271247979351,2025-04-27
886014c907fffff,P_560105,hr_12,apr 1st to 10th,1,BANGALORE,3.2700000000000005,342.60212179881,2025-04-05
886014c907fffff,P_560105,hr_13,apr 1st to 10th,1,BANGALORE,7.1499999999999995,1063.04082462072,2025-04-06
886014c907fffff,P_560105,hr_16,apr 11th to 30th,1,BANGALORE,5.240999999999999,643.4734474255499,2025-04-15
886014c907fffff,P_560105,hr_16,apr 1st to 10th,1,BANGALORE,7.69,1468.8996244771502,2025-04-10
886014c907fffff,P_560105,hr_17,apr 11th to 30th,2,BANGALORE,6.997999999999999,1097.7040447918648,2025-04-20
886014c907fffff,P_560105,hr_18,apr 11th to 30th,1,BANGALORE,0.08,128.19514118400002,2025-04-26
886014c907fffff,P_560105,hr_19,apr 11th to 30th,2,BANGALORE,7.59,939.6992115489782,2025-04-16
886014c907fffff,P_560105,hr_20,apr 11th to 30th,4,BANGALORE,25.025999999999996,4148.218671726562,2025-04-28
886014c907fffff,P_560105,hr_20,apr 1st to 10th,2,BANGALORE,16.829,1642.4365669637682,2025-04-05
886014c907fffff,P_560105,hr_21,apr 11th to 30th,2,BANGALORE,16.153,1917.568900769868,2025-04-16
886014c907fffff,P_560105,hr_21,apr 1st to 10th,1,BANGALORE,2.44,669.784174029423,2025-04-10
886014c907fffff,P_560105,hr_22,apr 1st to 10th,2,BANGALORE,14.990000000000002,3396.683877766477,2025-04-09
886014c907fffff,P_560105,hr_23,apr 11th to 30th,2,BANGALORE,31.774,2430.190253453157,2025-04-14
886014c907fffff,P_560105,hr_23,apr 1st to 10th,1,BANGALORE,8.209999999999999,817.089365379564,2025-04-01
886014c909fffff,P_560105,hr_06,apr 1st to 10th,1,BANGALORE,1.8,318.06435986497803,2025-04-01
886014c909fffff,P_560105,hr_09,apr 11th to 30th,2,BANGALORE,7.0120000000000005,1222.778663696256,2025-04-28
886014c909fffff,P_560105,hr_10,apr 11th to 30th,1,BANGALORE,1.471,113.076126720612,2025-04-17
886014c909fffff,P_560105,hr_11,apr 11th to 30th,1,BANGALORE,31.099,2807.9960893003713,2025-04-14
886014c909fffff,P_560105,hr_13,apr 11th to 30th,1,BANGALORE,0.76,285.4344940425,2025-04-23
886014c909fffff,P_560105,hr_14,apr 11th to 30th,1,BANGALORE,2.99,305.738370702828,2025-04-22
886014c909fffff,P_560105,hr_15,apr 11th to 30th,1,BANGALORE,22.205,2200.55939437513,2025-04-29
886014c909fffff,P_560105,hr_16,apr 11th to 30th,4,BANGALORE,16.205000000000002,1945.8890717442182,2025-04-22
886014c909fffff,P_560105,hr_17,apr 11th to 30th,1,BANGALORE,6.812,664.6056152300998,2025-04-13
886014c909fffff,P_560105,hr_18,apr 11th to 30th,1,BANGALORE,4.08,408.54431849904,2025-04-21
886014c909fffff,P_560105,hr_19,apr 1st to 10th,1,BANGALORE,6.34,525.2296590345389,2025-04-02
886014c909fffff,P_560105,hr_20,apr 11th to 30th,1,BANGALORE,1.145,137.075271221097,2025-04-27
886014c909fffff,P_560105,hr_21,apr 1st to 10th,2,BANGALORE,32.908,3487.7487188634877,2025-04-07
886014c909fffff,P_560105,hr_22,apr 11th to 30th,1,BANGALORE,14.891,2101.424405625954,2025-04-19
886014c909fffff,P_560105,hr_22,apr 1st to 10th,2,BANGALORE,39.775999999999996,6052.003931717214,2025-04-10
886014c909fffff,P_560105,hr_23,apr 1st to 10th,1,BANGALORE,7.949999999999999,1178.2782543340259,2025-04-03
886014c90bfffff,P_560105,hr_00,apr 1st to 10th,1,BANGALORE,2.92,246.43573542,2025-04-10
886014c90bfffff,P_560105,hr_09,apr 11th to 30th,1,BANGALORE,16.07,2013.3899597613502,2025-04-14
886014c90bfffff,P_560105,hr_14,apr 11th to 30th,1,BANGALORE,4.29,650.36808881926,2025-04-22
886014c90bfffff,P_560105,hr_17,apr 11th to 30th,1,BANGALORE,5.0,1225.866037572,2025-04-13
886014c90bfffff,P_560105,hr_19,apr 1st to 10th,1,BANGALORE,21.867,2252.967928075097,2025-04-09
886014c90bfffff,P_560105,hr_20,apr 11th to 30th,1,BANGALORE,0.5,73.958884710048,2025-04-25
886014c90bfffff,P_560105,hr_21,apr 1st to 10th,1,BANGALORE,24.656000000000002,2729.8266911278324,2025-04-06
886014c90bfffff,P_560105,hr_23,apr 1st to 10th,1,BANGALORE,9.629,1581.432547525848,2025-04-10
886014c90dfffff,P_560105,hr_00,apr 11th to 30th,3,BANGALORE,14.434,1393.5375322467391,2025-04-28
886014c90dfffff,P_560105,hr_00,apr 1st to 10th,1,BANGALORE,21.107999999999997,3623.7275764497713,2025-04-04
886014c90dfffff,P_560105,hr_01,apr 1st to 10th,1,BANGALORE,12.048,1515.2762805480002,2025-04-07
886014c90dfffff,P_560105,hr_02,apr 11th to 30th,1,BANGALORE,4.3,435.475495488456,2025-04-12
886014c90dfffff,P_560105,hr_04,apr 11th to 30th,1,BANGALORE,20.076999999999998,3118.912822412325,2025-04-15
886014c90dfffff,P_560105,hr_04,apr 1st to 10th,1,BANGALORE,13.445,1446.604912111952,2025-04-01
886014c90dfffff,P_560105,hr_05,apr 11th to 30th,2,BANGALORE,8.5,1375.779697728108,2025-04-25
886014c90dfffff,P_560105,hr_06,apr 11th to 30th,3,BANGALORE,28.65,3374.382899727002,2025-04-29
886014c90dfffff,P_560105,hr_06,apr 1st to 10th,2,BANGALORE,36.45299999999999,4508.48044426121,2025-04-04
886014c90dfffff,P_560105,hr_07,apr 11th to 30th,6,BANGALORE,36.217,5053.731524532616,2025-04-30
886014c90dfffff,P_560105,hr_07,apr 1st to 10th,4,BANGALORE,26.403000000000002,2952.2059819712713,2025-04-10
886014c90dfffff,P_560105,hr_08,apr 11th to 30th,6,BANGALORE,48.04,6159.844731277867,2025-04-29
886014c90dfffff,P_560105,hr_08,apr 1st to 10th,4,BANGALORE,72.938,9167.574335755804,2025-04-09
886014c90dfffff,P_560105,hr_09,apr 11th to 30th,6,BANGALORE,52.794,6251.094087831927,2025-04-29
886014c90dfffff,P_560105,hr_09,apr 1st to 10th,6,BANGALORE,91.331,11601.168896809333,2025-04-10
886014c90dfffff,P_560105,hr_10,apr 11th to 30th,12,BANGALORE,119.31,14181.845852344963,2025-04-29
886014c90dfffff,P_560105,hr_10,apr 1st to 10th,4,BANGALORE,18.62,2401.828615079298,2025-04-08
886014c90dfffff,P_560105,hr_11,apr 11th to 30th,14,BANGALORE,124.56299999999999,15314.557167201614,2025-04-29
886014c90dfffff,P_560105,hr_11,apr 1st to 10th,3,BANGALORE,46.19,7329.970888242604,2025-04-10
886014c90dfffff,P_560105,hr_12,apr 11th to 30th,16,BANGALORE,212.214,26673.348047573545,2025-04-29
886014c90dfffff,P_560105,hr_12,apr 1st to 10th,2,BANGALORE,21.246,2751.675419425795,2025-04-10
886014c90dfffff,P_560105,hr_13,apr 11th to 30th,11,BANGALORE,82.36,9467.35949699541,2025-04-30
886014c90dfffff,P_560105,hr_13,apr 1st to 10th,3,BANGALORE,31.424,3187.4722962621636,2025-04-08
886014c90dfffff,P_560105,hr_14,apr 11th to 30th,12,BANGALORE,160.53400000000002,18451.838172862415,2025-04-28
886014c90dfffff,P_560105,hr_14,apr 1st to 10th,5,BANGALORE,34.566,5274.933878166184,2025-04-10
886014c90dfffff,P_560105,hr_15,apr 11th to 30th,11,BANGALORE,172.998,22876.254092747302,2025-04-29
886014c90dfffff,P_560105,hr_15,apr 1st to 10th,6,BANGALORE,80.09100000000001,13037.507910632115,2025-04-05
886014c90dfffff,P_560105,hr_16,apr 11th to 30th,8,BANGALORE,98.63399999999999,12326.333505507933,2025-04-30
886014c90dfffff,P_560105,hr_16,apr 1st to 10th,5,BANGALORE,81.757,10073.9799440322,2025-04-09
886014c90dfffff,P_560105,hr_17,apr 11th to 30th,12,BANGALORE,122.71200000000002,16930.774087904098,2025-04-29
886014c90dfffff,P_560105,hr_17,apr 1st to 10th,4,BANGALORE,31.596,3418.2747008669903,2025-04-06
886014c90dfffff,P_560105,hr_18,apr 11th to 30th,11,BANGALORE,82.60900000000001,12798.289514791964,2025-04-26
886014c90dfffff,P_560105,hr_18,apr 1st to 10th,8,BANGALORE,87.90599999999999,12621.954121035464,2025-04-10
886014c90dfffff,P_560105,hr_19,apr 11th to 30th,11,BANGALORE,160.57500000000002,20538.749126174494,2025-04-30
886014c90dfffff,P_560105,hr_19,apr 1st to 10th,11,BANGALORE,182.644,23529.342186812693,2025-04-10
886014c90dfffff,P_560105,hr_20,apr 11th to 30th,11,BANGALORE,165.54399999999998,21431.47586975446,2025-04-28
886014c90dfffff,P_560105,hr_20,apr 1st to 10th,6,BANGALORE,97.62300000000002,12041.990976344594,2025-04-07
886014c90dfffff,P_560105,hr_21,apr 11th to 30th,17,BANGALORE,136.27,15416.175582334878,2025-04-28
886014c90dfffff,P_560105,hr_21,apr 1st to 10th,7,BANGALORE,90.748,10689.231328932729,2025-04-10
886014c90dfffff,P_560105,hr_22,apr 11th to 30th,11,BANGALORE,90.25599999999999,13876.298452647783,2025-04-30
886014c90dfffff,P_560105,hr_22,apr 1st to 10th,8,BANGALORE,95.90599999999999,12874.642716460454,2025-04-09
886014c90dfffff,P_560105,hr_23,apr 11th to 30th,9,BANGALORE,110.271,17012.6670991442,2025-04-30
886014c90dfffff,P_560105,hr_23,apr 1st to 10th,11,BANGALORE,84.9585,11932.854183009813,2025-04-09
886014c911fffff,P_560105,hr_19,apr 11th to 30th,1,BANGALORE,18.803,2373.438592222668,2025-04-20
886014c911fffff,P_560105,hr_21,apr 1st to 10th,1,BANGALORE,3.247,722.4880932193952,2025-04-06
886014c915fffff,P_560105,hr_07,apr 11th to 30th,1,BANGALORE,14.901000000000003,1874.185162580579,2025-04-23
886014c915fffff,P_560105,hr_08,apr 11th to 30th,1,BANGALORE,10.676,1556.4663732705621,2025-04-11
886014c915fffff,P_560105,hr_09,apr 11th to 30th,2,BANGALORE,28.366999999999997,3676.5904826913365,2025-04-16
886014c915fffff,P_560105,hr_09,apr 1st to 10th,1,BANGALORE,4.532,885.25310462634,2025-04-04
886014c915fffff,P_560105,hr_10,apr 11th to 30th,2,BANGALORE,19.724000000000004,2585.0433071731595,2025-04-26
886014c915fffff,P_560105,hr_11,apr 11th to 30th,1,BANGALORE,0.1,414.266969025,2025-04-29
886014c915fffff,P_560105,hr_12,apr 11th to 30th,1,BANGALORE,11.871,1663.3599450031436,2025-04-26
886014c915fffff,P_560105,hr_13,apr 11th to 30th,3,BANGALORE,23.131999999999998,3226.464496771695,2025-04-26
886014c915fffff,P_560105,hr_14,apr 11th to 30th,2,BANGALORE,29.183000000000003,3509.197523930493,2025-04-28
886014c915fffff,P_560105,hr_14,apr 1st to 10th,2,BANGALORE,18.561,2629.8048047141433,2025-04-02
886014c915fffff,P_560105,hr_15,apr 1st to 10th,2,BANGALORE,17.781,2415.920435463193,2025-04-03
886014c915fffff,P_560105,hr_16,apr 11th to 30th,1,BANGALORE,4.635,726.243198756804,2025-04-19
886014c915fffff,P_560105,hr_16,apr 1st to 10th,1,BANGALORE,4.57,808.4295127956439,2025-04-05
886014c915fffff,P_560105,hr_17,apr 1st to 10th,1,BANGALORE,7.37,838.4705789531849,2025-04-04
886014c915fffff,P_560105,hr_18,apr 11th to 30th,3,BANGALORE,23.564,2873.7700392258644,2025-04-19
886014c915fffff,P_560105,hr_18,apr 1st to 10th,1,BANGALORE,11.083,1173.02438884608,2025-04-07
886014c915fffff,P_560105,hr_19,apr 11th to 30th,1,BANGALORE,0.45,229.4401674599999,2025-04-19
886014c915fffff,P_560105,hr_19,apr 1st to 10th,1,BANGALORE,49.234,5107.862255365389,2025-04-04
886014c915fffff,P_560105,hr_20,apr 11th to 30th,1,BANGALORE,1.971,220.87258025445,2025-04-23
886014c915fffff,P_560105,hr_20,apr 1st to 10th,1,BANGALORE,6.36,719.7143474705261,2025-04-01
886014c915fffff,P_560105,hr_21,apr 1st to 10th,1,BANGALORE,2.1,258.773794274772,2025-04-01
886014c915fffff,P_560105,hr_22,apr 11th to 30th,1,BANGALORE,11.372,1457.706950403264,2025-04-21
886014c915fffff,P_560105,hr_22,apr 1st to 10th,1,BANGALORE,5.2299999999999995,562.53630390804,2025-04-01
886014c915fffff,P_560105,hr_23,apr 11th to 30th,1,BANGALORE,7.476,1274.382240741862,2025-04-15
886014c917fffff,P_560105,hr_09,apr 11th to 30th,1,BANGALORE,16.554999999999996,2665.2906734253215,2025-04-21
886014c917fffff,P_560105,hr_15,apr 11th to 30th,1,BANGALORE,4.850999999999999,945.528514360704,2025-04-11
886014c917fffff,P_560105,hr_16,apr 11th to 30th,1,BANGALORE,7.364,630.39622024845,2025-04-19
886014c917fffff,P_560105,hr_17,apr 11th to 30th,1,BANGALORE,19.752000000000002,2626.99644179322,2025-04-16
886014c917fffff,P_560105,hr_19,apr 1st to 10th,1,BANGALORE,1.84,192.087308197512,2025-04-06
886014c919fffff,P_560105,hr_01,apr 11th to 30th,1,BANGALORE,6.014,861.691259266191,2025-04-21
886014c919fffff,P_560105,hr_05,apr 1st to 10th,1,BANGALORE,10.08,1120.0,2025-04-06
